ClaimID,CustomerID,PolicyID,ClaimAmount,ClaimDate,ClaimStatus,HospitalOrGarage
CL001387,C02480,P0357,233153,2026-03-21,Approved,TVS Garage
CL001388,C04599,P0416,981930,2026-03-02,Submitted,ABC Motors
CL001389,C01299,P0198,274229,2026-03-30,Submitted,Apollo Hospital
CL001390,C04237,P0474,1144815,2026-03-02,Submitted,Apollo Hospital
CL001391,C01457,P0154,986298,2026-04-26,Approved,NA
CL001392,C03558,P0363,967971,2026-05-03,Approved,TVS Garage
CL001393,C02434,P0098,642134,2026-02-20,Submitted,TVS Garage
CL001394,C02493,P0319,970806,2026-05-13,Rejected,Aster Hospital
CL001395,C04945,P0499,790350,2026-04-03,Rejected,Apollo Hospital
CL001396,C02766,P0463,852654,2026-03-20,Approved,XYZ Garage
CL001397,C00353,P0428,329606,2026-05-27,Approved,Aster Hospital
CL001398,C02214,P0476,1120755,2026-01-05,Submitted,TVS Garage
CL001399,C01027,P0151,988549,2026-05-29,Rejected,Apollo Hospital
CL001400,C00251,P0370,105520,2026-05-26,Rejected,Apollo Hospital
CL001401,C04927,P0034,879602,2026-04-01,Rejected,Aster Hospital
CL001402,C03915,P0213,268271,2026-03-15,Approved,ABC Motors
CL001403,C03129,P0356,291289,2026-02-02,Rejected,TVS Garage
CL001404,C04866,P0079,70317,2026-02-26,Rejected,XYZ Garage
CL001405,C01892,P0028,178269,2026-03-10,Submitted,Apollo Hospital
CL001406,C00822,P0348,697438,2026-02-07,Rejected,Aster Hospital
CL001407,C00891,P0484,239338,2026-04-28,Approved,Aster Hospital
CL001408,C03245,P0160,139063,2026-03-08,Rejected,TVS Garage
CL001409,C03450,P0293,27734,2026-01-03,Submitted,Apollo Hospital
CL001410,C04274,P0137,264976,2026-02-27,Approved,TVS Garage
CL001411,C04322,P0378,573307,2026-04-25,Rejected,Aster Hospital
CL001412,C01294,P0295,1130744,2026-03-04,Submitted,TVS Garage
CL001413,C03419,P0351,872237,2026-05-04,Rejected,Apollo Hospital
CL001414,C02892,P0128,42689,2026-02-13,Approved,ABC Motors
CL001415,C01340,P0380,632651,2026-04-30,Submitted,Aster Hospital
CL001416,C03299,P0167,23225,2026-01-11,Submitted,Aster Hospital
CL001417,C01174,P0310,1181209,2026-01-05,Submitted,Apollo Hospital
CL001418,C00456,P0222,631433,2026-04-27,Rejected,Apollo Hospital
CL001419,C02554,P0155,306448,2026-04-26,Submitted,ABC Motors
CL001420,C02044,P0432,682335,2026-03-23,Rejected,NA
CL001421,C00431,P0366,596885,2026-02-15,Submitted,Aster Hospital
CL001422,C01024,P0206,1034286,2026-02-06,Submitted,NA
CL001423,C00502,P0377,908789,2026-04-24,Rejected,TVS Garage
CL001424,C04677,P0116,412991,2026-03-20,Approved,NA
CL001425,C04707,P0205,41317,2026-03-12,Rejected,Aster Hospital
CL001426,C04833,P0443,385250,2026-03-30,Approved,XYZ Garage
CL001427,C03841,P0286,467473,2026-03-27,Rejected,Aster Hospital
CL001428,C02033,P0424,1072521,2026-01-26,Approved,Aster Hospital
CL001429,C00162,P0479,1010572,2026-03-01,Rejected,TVS Garage
CL001430,C02037,P0323,437609,2026-01-13,Approved,Aster Hospital
CL001431,C03467,P0159,213799,2026-02-15,Approved,TVS Garage
CL001432,C03897,P0478,532624,2026-01-06,Submitted,XYZ Garage
CL001433,C04414,P0192,401298,2026-04-28,Approved,Apollo Hospital
CL001434,C01981,P0118,728377,2026-01-12,Rejected,Apollo Hospital
CL001435,C03275,P0025,264220,2026-03-05,Approved,TVS Garage
CL001436,C00786,P0420,60427,2026-05-05,Submitted,Apollo Hospital
CL001437,C02996,P0485,748623,2026-03-25,Submitted,ABC Motors
CL001438,C00444,P0412,560463,2026-01-14,Rejected,Aster Hospital
CL001439,C01248,P0459,628370,2026-03-29,Rejected,TVS Garage
CL001440,C00584,P0041,328720,2026-04-06,Rejected,Apollo Hospital
CL001441,C01079,P0165,488735,2026-05-11,Approved,ABC Motors
CL001442,C04235,P0039,192119,2026-03-05,Submitted,TVS Garage
CL001443,C00175,P0179,469113,2026-03-21,Submitted,TVS Garage
CL001444,C00561,P0316,987597,2026-01-29,Rejected,NA
CL001445,C04074,P0440,659629,2026-04-02,Rejected,Apollo Hospital
CL001446,C03214,P0222,484632,2026-02-14,Submitted,NA
CL001447,C01077,P0143,859950,2026-03-04,Approved,ABC Motors
CL001448,C00986,P0382,861917,2026-02-04,Approved,NA
CL001449,C04395,P0337,765797,2026-04-21,Approved,TVS Garage
CL001450,C01077,P0005,2627,2026-04-28,Rejected,Apollo Hospital
CL001451,C02562,P0022,607416,2026-02-09,Approved,TVS Garage
CL001452,C04974,P0288,809268,2026-05-09,Rejected,NA
CL001453,C03441,P0305,935055,2026-04-28,Approved,TVS Garage
CL001454,C01556,P0352,453506,2026-04-19,Approved,XYZ Garage
CL001455,C00345,P0382,80570,2026-01-28,Approved,Apollo Hospital
CL001456,C02331,P0392,876766,2026-01-25,Approved,NA
CL001457,C01774,P0308,313055,2026-05-05,Submitted,XYZ Garage
CL001458,C04103,P0286,206863,2026-05-18,Submitted,Aster Hospital
CL001459,C00314,P0144,820439,2026-01-30,Rejected,Aster Hospital
CL001460,C04546,P0268,239827,2026-04-15,Submitted,ABC Motors
CL001461,C04389,P0376,739856,2026-01-23,Submitted,NA
CL001462,C02894,P0478,882777,2026-01-12,Rejected,NA
CL001463,C00289,P0339,801712,2026-03-27,Rejected,XYZ Garage
CL001464,C04394,P0389,337198,2026-04-08,Rejected,Aster Hospital
CL001465,C04293,P0018,26231,2026-05-03,Approved,NA
CL001466,C04000,P0081,4727,2026-05-22,Approved,NA
CL001467,C02379,P0230,324669,2026-02-19,Rejected,Aster Hospital
CL001468,C02882,P0216,593902,2026-01-05,Rejected,XYZ Garage
CL001469,C01830,P0373,61352,2026-05-17,Approved,Apollo Hospital
CL001470,C03280,P0310,930970,2026-05-14,Submitted,XYZ Garage
CL001471,C04667,P0191,217510,2026-03-07,Rejected,TVS Garage
CL001472,C04978,P0281,429698,2026-04-16,Rejected,Apollo Hospital
CL001473,C02132,P0199,1009323,2026-03-09,Submitted,Apollo Hospital
CL001474,C03562,P0195,1105895,2026-05-12,Submitted,ABC Motors
CL001475,C03682,P0191,144399,2026-05-24,Rejected,ABC Motors
CL001476,C00828,P0044,892261,2026-03-19,Rejected,ABC Motors
CL001477,C00373,P0180,767389,2026-04-13,Approved,TVS Garage
CL001478,C02040,P0475,188495,2026-05-09,Approved,NA
CL001479,C03596,P0108,308336,2026-01-05,Submitted,Apollo Hospital
CL001480,C01104,P0179,1110930,2026-03-30,Rejected,TVS Garage
CL001481,C01753,P0123,986085,2026-05-03,Rejected,Aster Hospital
CL001482,C00151,P0347,420562,2026-01-26,Rejected,ABC Motors
CL001483,C04565,P0247,228048,2026-02-11,Rejected,Apollo Hospital
CL001484,C03041,P0145,1149203,2026-05-04,Submitted,Aster Hospital
CL001485,C00104,P0437,218047,2026-02-06,Rejected,NA
CL001486,C00472,P0071,787324,2026-03-16,Rejected,TVS Garage
CL001487,C00195,P0337,122222,2026-03-29,Rejected,XYZ Garage
CL001488,C00257,P0260,77499,2026-05-25,Submitted,XYZ Garage
CL001489,C01711,P0291,1041135,2026-04-13,Submitted,ABC Motors
CL001490,C01941,P0267,1070551,2026-05-03,Approved,TVS Garage
CL001491,C03093,P0050,822512,2026-02-24,Approved,Aster Hospital
CL001492,C02311,P0128,1104420,2026-02-26,Submitted,Apollo Hospital
CL001493,C00226,P0016,167656,2026-03-16,Approved,TVS Garage
CL001494,C01290,P0315,645273,2026-02-27,Approved,ABC Motors
CL001495,C02278,P0055,918887,2026-05-26,Submitted,NA
CL001496,C03382,P0161,570313,2026-04-16,Rejected,Aster Hospital
CL001497,C04195,P0318,1042300,2026-02-19,Rejected,Apollo Hospital
CL001498,C04276,P0311,792868,2026-02-10,Approved,TVS Garage
CL001499,C01272,P0232,687411,2026-04-14,Approved,Apollo Hospital
CL001500,C01360,P0066,524893,2026-01-10,Approved,Aster Hospital
CL001501,C02351,P0020,781728,2026-04-08,Submitted,ABC Motors
CL001502,C03700,P0437,215086,2026-02-17,Rejected,Apollo Hospital
CL001503,C03023,P0266,1183504,2026-01-12,Rejected,Apollo Hospital
CL001504,C04232,P0436,349130,2026-05-10,Approved,TVS Garage
CL001505,C00569,P0212,845202,2026-04-21,Approved,NA
CL001506,C04443,P0411,241665,2026-02-16,Approved,XYZ Garage
CL001507,C01042,P0250,1106627,2026-05-22,Rejected,TVS Garage
CL001508,C03981,P0326,71559,2026-05-30,Submitted,ABC Motors
CL001509,C01587,P0214,174848,2026-03-25,Approved,ABC Motors
CL001510,C03203,P0314,678294,2026-05-22,Rejected,TVS Garage
CL001511,C02482,P0080,32065,2026-02-07,Approved,TVS Garage
CL001512,C04550,P0077,527515,2026-05-18,Submitted,ABC Motors
CL001513,C01568,P0371,148842,2026-03-04,Rejected,Aster Hospital
CL001514,C03785,P0040,630572,2026-04-04,Approved,Aster Hospital
CL001515,C00604,P0429,231428,2026-05-17,Approved,NA
CL001516,C01250,P0195,799277,2026-05-31,Approved,TVS Garage
CL001517,C00996,P0310,522218,2026-05-27,Rejected,Apollo Hospital
CL001518,C03140,P0044,52395,2026-03-09,Rejected,Apollo Hospital
CL001519,C04108,P0291,261341,2026-01-27,Submitted,XYZ Garage
CL001520,C01026,P0376,662291,2026-04-07,Submitted,NA
CL001521,C04910,P0074,638059,2026-05-05,Rejected,XYZ Garage
CL001522,C04524,P0343,444376,2026-03-16,Approved,Apollo Hospital
CL001523,C01806,P0135,165609,2026-03-13,Approved,Aster Hospital
CL001524,C00572,P0265,218358,2026-01-29,Submitted,NA
CL001525,C00849,P0160,21358,2026-03-29,Approved,NA
CL001526,C01897,P0081,661315,2026-01-30,Rejected,XYZ Garage
CL001527,C00019,P0159,654932,2026-04-26,Approved,XYZ Garage
CL001528,C02959,P0213,3859,2026-05-27,Submitted,TVS Garage
CL001529,C00392,P0414,811322,2026-04-27,Approved,TVS Garage
CL001530,C04124,P0235,1105291,2026-02-24,Approved,Apollo Hospital
CL001531,C01622,P0054,551871,2026-04-01,Rejected,TVS Garage
CL001532,C02579,P0243,263444,2026-02-09,Rejected,TVS Garage
CL001533,C03870,P0308,564700,2026-01-14,Rejected,NA
CL001534,C02194,P0014,467583,2026-02-24,Rejected,TVS Garage
CL001535,C02116,P0317,1102555,2026-04-26,Approved,XYZ Garage
CL001536,C01882,P0127,224436,2026-02-28,Rejected,NA
CL001537,C02367,P0046,390697,2026-04-14,Rejected,Apollo Hospital
CL001538,C00036,P0427,809050,2026-01-05,Approved,Aster Hospital
CL001539,C03495,P0389,946648,2026-03-31,Approved,Apollo Hospital
CL001540,C04560,P0024,730143,2026-05-06,Rejected,Aster Hospital
CL001541,C00718,P0351,76928,2026-01-21,Approved,XYZ Garage
CL001542,C04937,P0208,697856,2026-03-17,Rejected,Apollo Hospital
CL001543,C01358,P0165,474661,2026-04-12,Approved,ABC Motors
CL001544,C02365,P0011,129834,2026-03-13,Rejected,TVS Garage
CL001545,C04269,P0205,973825,2026-03-18,Submitted,ABC Motors
CL001546,C04784,P0418,1089055,2026-03-11,Submitted,TVS Garage
CL001547,C04234,P0036,980993,2026-01-04,Submitted,Aster Hospital
CL001548,C03321,P0414,224396,2026-01-07,Approved,ABC Motors
CL001549,C03839,P0003,151609,2026-04-24,Rejected,Aster Hospital
CL001550,C03937,P0161,650996,2026-02-20,Approved,Apollo Hospital
CL001551,C03639,P0271,217559,2026-01-29,Approved,ABC Motors
CL001552,C00874,P0294,888355,2026-01-14,Approved,TVS Garage
CL001553,C00194,P0088,195669,2026-03-10,Rejected,TVS Garage
CL001554,C00706,P0484,748996,2026-03-27,Submitted,ABC Motors
CL001555,C03668,P0144,477996,2026-03-01,Approved,NA
CL001556,C04252,P0156,1185145,2026-04-15,Submitted,TVS Garage
CL001557,C03065,P0482,340232,2026-02-28,Submitted,Apollo Hospital
CL001558,C03933,P0398,56603,2026-02-24,Submitted,Aster Hospital
CL001559,C02951,P0125,3647,2026-01-15,Rejected,XYZ Garage
CL001560,C04798,P0299,378722,2026-04-09,Submitted,ABC Motors
CL001561,C02851,P0110,810326,2026-01-29,Submitted,XYZ Garage
CL001562,C03913,P0332,958060,2026-03-02,Approved,ABC Motors
CL001563,C01774,P0493,1192025,2026-03-19,Rejected,NA
CL001564,C01268,P0140,1063347,2026-05-07,Submitted,NA
CL001565,C01248,P0476,412201,2026-05-24,Rejected,XYZ Garage
CL001566,C03082,P0440,692157,2026-03-04,Submitted,Aster Hospital
CL001567,C03926,P0338,814737,2026-05-22,Rejected,NA
CL001568,C00758,P0134,165083,2026-03-03,Rejected,XYZ Garage
CL001569,C01645,P0406,261818,2026-05-04,Submitted,ABC Motors
CL001570,C03608,P0480,70999,2026-04-21,Approved,TVS Garage
CL001571,C02981,P0287,213374,2026-05-03,Approved,TVS Garage
CL001572,C03789,P0312,263763,2026-01-31,Submitted,Apollo Hospital
CL001573,C03184,P0070,711937,2026-01-07,Rejected,NA
CL001574,C04813,P0286,395218,2026-04-05,Rejected,ABC Motors
CL001575,C02477,P0206,438520,2026-05-17,Submitted,XYZ Garage
CL001576,C03669,P0008,214121,2026-03-17,Submitted,NA
CL001577,C02685,P0185,1020210,2026-01-02,Approved,XYZ Garage
CL001578,C01945,P0129,278495,2026-05-02,Submitted,Apollo Hospital
CL001579,C04432,P0203,834686,2026-05-30,Approved,TVS Garage
CL001580,C02640,P0065,115840,2026-03-26,Approved,XYZ Garage
CL001581,C01423,P0200,113398,2026-01-02,Approved,NA
CL001582,C00658,P0402,233964,2026-01-15,Approved,TVS Garage
CL001583,C03475,P0038,871901,2026-01-19,Submitted,ABC Motors
CL001584,C01578,P0288,541903,2026-03-06,Submitted,XYZ Garage
CL001585,C04213,P0042,293164,2026-01-23,Approved,Apollo Hospital
CL001586,C00385,P0345,1167102,2026-05-12,Approved,NA
CL001587,C01583,P0272,636343,2026-04-07,Submitted,XYZ Garage
CL001588,C00420,P0392,1176835,2026-04-14,Rejected,Aster Hospital
CL001589,C01611,P0346,458286,2026-01-19,Approved,TVS Garage
CL001590,C02150,P0271,262869,2026-05-07,Submitted,ABC Motors
CL001591,C02008,P0322,866477,2026-04-03,Rejected,NA
CL001592,C03433,P0036,291461,2026-02-02,Approved,XYZ Garage
CL001593,C04481,P0070,293991,2026-01-06,Rejected,Aster Hospital
CL001594,C00669,P0270,834901,2026-03-15,Approved,ABC Motors
CL001595,C03150,P0033,469386,2026-01-08,Approved,Aster Hospital
CL001596,C03388,P0135,245042,2026-04-22,Submitted,Aster Hospital
CL001597,C03470,P0260,397936,2026-03-23,Submitted,XYZ Garage
CL001598,C04842,P0034,868858,2026-04-29,Rejected,TVS Garage
CL001599,C00123,P0429,512323,2026-02-07,Approved,XYZ Garage
CL001600,C00555,P0366,1199659,2026-02-28,Submitted,Aster Hospital
CL001601,C02813,P0072,1120166,2026-02-08,Submitted,ABC Motors
CL001602,C03721,P0467,214278,2026-02-14,Rejected,XYZ Garage
CL001603,C01970,P0237,546336,2026-05-26,Rejected,Aster Hospital
CL001604,C01528,P0161,388992,2026-04-17,Rejected,TVS Garage
CL001605,C02469,P0351,1092014,2026-03-13,Approved,NA
CL001606,C03517,P0393,1137926,2026-04-22,Submitted,Apollo Hospital
CL001607,C00952,P0039,649251,2026-02-26,Approved,Apollo Hospital
CL001608,C03491,P0132,51977,2026-05-14,Approved,TVS Garage
CL001609,C04604,P0256,1005331,2026-01-22,Rejected,TVS Garage
CL001610,C02849,P0305,117992,2026-04-10,Submitted,Aster Hospital
CL001611,C03945,P0272,1005345,2026-01-14,Approved,TVS Garage
CL001612,C04728,P0051,319649,2026-01-05,Submitted,NA
CL001613,C02183,P0489,819253,2026-03-02,Rejected,Aster Hospital
CL001614,C00953,P0212,375504,2026-04-12,Rejected,NA
CL001615,C00185,P0111,306668,2026-02-18,Rejected,XYZ Garage
CL001616,C02433,P0038,1123369,2026-01-02,Approved,XYZ Garage
CL001617,C02618,P0177,1191708,2026-05-06,Rejected,Aster Hospital
CL001618,C03731,P0497,1198998,2026-02-20,Submitted,TVS Garage
CL001619,C04005,P0437,663379,2026-03-30,Approved,XYZ Garage
CL001620,C01197,P0131,947736,2026-03-10,Submitted,Apollo Hospital
CL001621,C00603,P0033,1006551,2026-02-25,Rejected,ABC Motors
CL001622,C00098,P0112,1107679,2026-04-19,Approved,TVS Garage
CL001623,C03220,P0491,972015,2026-04-21,Approved,Apollo Hospital
CL001624,C01314,P0187,1166200,2026-03-16,Submitted,Aster Hospital
CL001625,C01682,P0107,65234,2026-01-04,Submitted,Apollo Hospital
CL001626,C02962,P0204,523704,2026-01-09,Submitted,XYZ Garage
CL001627,C01198,P0296,349396,2026-03-06,Submitted,XYZ Garage
CL001628,C01142,P0262,978980,2026-02-27,Approved,Apollo Hospital
CL001629,C00323,P0455,990233,2026-05-14,Submitted,Aster Hospital
CL001630,C00682,P0088,926634,2026-02-28,Submitted,ABC Motors
CL001631,C02893,P0391,610449,2026-05-20,Rejected,Aster Hospital
CL001632,C01507,P0002,990722,2026-02-04,Approved,Apollo Hospital
CL001633,C03680,P0433,48198,2026-05-21,Rejected,Aster Hospital
CL001634,C04463,P0241,532385,2026-01-18,Rejected,NA
CL001635,C01313,P0251,902527,2026-02-23,Submitted,ABC Motors
CL001636,C02673,P0034,330274,2026-03-25,Rejected,TVS Garage
CL001637,C00749,P0351,41861,2026-01-05,Rejected,Apollo Hospital
CL001638,C00266,P0263,241802,2026-03-19,Submitted,XYZ Garage
CL001639,C02097,P0364,271318,2026-02-02,Rejected,Aster Hospital
CL001640,C01704,P0354,100942,2026-01-04,Approved,ABC Motors
CL001641,C00088,P0232,283361,2026-02-03,Approved,TVS Garage
CL001642,C00314,P0079,1110282,2026-03-01,Approved,NA
CL001643,C01560,P0343,570830,2026-02-06,Submitted,TVS Garage
CL001644,C01618,P0234,694935,2026-02-22,Submitted,Apollo Hospital
CL001645,C03562,P0393,297843,2026-05-24,Approved,XYZ Garage
CL001646,C00917,P0447,872456,2026-04-12,Approved,Apollo Hospital
CL001647,C03458,P0431,894958,2026-04-09,Submitted,ABC Motors
CL001648,C02504,P0005,522623,2026-02-22,Approved,TVS Garage
CL001649,C03063,P0143,530994,2026-01-17,Approved,ABC Motors
CL001650,C00816,P0224,820910,2026-03-09,Submitted,ABC Motors
CL001651,C00036,P0016,1147293,2026-03-15,Rejected,NA
CL001652,C02714,P0283,58607,2026-01-26,Rejected,NA
CL001653,C00779,P0251,854995,2026-03-18,Approved,XYZ Garage
CL001654,C03383,P0426,357424,2026-05-13,Approved,XYZ Garage
CL001655,C01062,P0152,202101,2026-01-31,Rejected,Apollo Hospital
CL001656,C02604,P0419,39080,2026-04-15,Submitted,XYZ Garage
CL001657,C03406,P0051,410242,2026-02-01,Rejected,Aster Hospital
CL001658,C02715,P0191,336119,2026-03-04,Submitted,Aster Hospital
CL001659,C01091,P0339,1160042,2026-01-13,Rejected,XYZ Garage
CL001660,C04492,P0099,957362,2026-04-24,Submitted,TVS Garage
CL001661,C01926,P0180,569356,2026-01-15,Submitted,NA
CL001662,C02508,P0255,849490,2026-02-14,Rejected,NA
CL001663,C01626,P0306,764641,2026-01-12,Approved,Apollo Hospital
CL001664,C00949,P0469,692246,2026-02-10,Rejected,TVS Garage
CL001665,C04150,P0352,914104,2026-02-16,Rejected,ABC Motors
CL001666,C04451,P0283,1129903,2026-02-15,Rejected,Apollo Hospital
CL001667,C01811,P0043,934530,2026-03-12,Submitted,XYZ Garage
CL001668,C00154,P0497,500037,2026-01-06,Rejected,TVS Garage
CL001669,C04372,P0457,1065302,2026-01-02,Submitted,XYZ Garage
CL001670,C03858,P0061,1140945,2026-04-21,Approved,TVS Garage
CL001671,C01076,P0092,462762,2026-04-05,Submitted,TVS Garage
CL001672,C02417,P0339,765339,2026-02-16,Approved,TVS Garage
CL001673,C02889,P0289,854048,2026-04-24,Rejected,ABC Motors
CL001674,C04063,P0307,186101,2026-01-28,Submitted,Aster Hospital
CL001675,C03680,P0304,1150767,2026-02-27,Approved,NA
CL001676,C02503,P0389,695908,2026-04-30,Rejected,Aster Hospital
CL001677,C03623,P0448,525527,2026-03-25,Submitted,Apollo Hospital
CL001678,C00719,P0200,2179,2026-05-21,Submitted,TVS Garage
CL001679,C04347,P0293,975661,2026-01-10,Approved,TVS Garage
CL001680,C01376,P0093,244868,2026-02-22,Approved,ABC Motors
CL001681,C04274,P0305,789447,2026-01-16,Approved,XYZ Garage
CL001682,C01604,P0140,962557,2026-04-21,Submitted,NA
CL001683,C00577,P0067,1065487,2026-05-28,Submitted,XYZ Garage
CL001684,C01862,P0004,1040856,2026-03-13,Rejected,Apollo Hospital
CL001685,C00958,P0383,517773,2026-05-27,Submitted,NA
CL001686,C03926,P0296,266595,2026-04-30,Approved,NA
CL001687,C02690,P0357,827167,2026-01-13,Approved,Aster Hospital
CL001688,C04267,P0347,1019691,2026-05-19,Submitted,NA
CL001689,C02890,P0452,306206,2026-05-12,Rejected,NA
CL001690,C04595,P0441,1074955,2026-04-12,Submitted,NA
CL001691,C00860,P0280,542490,2026-03-02,Submitted,ABC Motors
CL001692,C03244,P0357,510005,2026-01-14,Submitted,XYZ Garage
CL001693,C00071,P0331,9541,2026-05-01,Approved,ABC Motors
CL001694,C04812,P0146,624250,2026-03-12,Rejected,ABC Motors
CL001695,C02070,P0446,650502,2026-03-12,Approved,Apollo Hospital
CL001696,C03702,P0207,358263,2026-04-20,Approved,ABC Motors
CL001697,C02813,P0146,488083,2026-03-18,Rejected,TVS Garage
CL001698,C04654,P0056,820984,2026-01-08,Submitted,TVS Garage
CL001699,C02044,P0175,1081856,2026-02-23,Submitted,XYZ Garage
CL001700,C02699,P0489,1191535,2026-01-14,Rejected,XYZ Garage
CL001701,C04689,P0495,901083,2026-04-04,Submitted,TVS Garage
CL001702,C03691,P0260,468598,2026-05-08,Rejected,ABC Motors
CL001703,C04524,P0037,794597,2026-05-03,Submitted,TVS Garage
CL001704,C01787,P0157,82669,2026-05-06,Submitted,Aster Hospital
CL001705,C00466,P0227,206230,2026-04-30,Rejected,ABC Motors
CL001706,C00770,P0451,406390,2026-03-22,Submitted,Apollo Hospital
CL001707,C00022,P0252,1066061,2026-05-17,Approved,ABC Motors
CL001708,C04784,P0081,312662,2026-02-18,Approved,NA
CL001709,C04105,P0165,593489,2026-01-04,Approved,Aster Hospital
CL001710,C03349,P0298,714173,2026-02-03,Submitted,TVS Garage
CL001711,C00355,P0373,393769,2026-02-27,Approved,Aster Hospital
CL001712,C03217,P0162,411134,2026-02-10,Rejected,Aster Hospital
CL001713,C02569,P0356,695187,2026-01-31,Rejected,XYZ Garage
CL001714,C03691,P0080,551464,2026-01-14,Approved,Aster Hospital
CL001715,C01049,P0126,562697,2026-05-04,Rejected,Apollo Hospital
CL001716,C02393,P0218,692513,2026-01-09,Submitted,Aster Hospital
CL001717,C02925,P0161,773054,2026-03-30,Submitted,ABC Motors
CL001718,C00344,P0468,313048,2026-01-10,Approved,ABC Motors
CL001719,C00931,P0241,528384,2026-01-19,Approved,ABC Motors
CL001720,C02533,P0136,756920,2026-05-25,Rejected,ABC Motors
CL001721,C03209,P0057,336790,2026-01-28,Submitted,XYZ Garage
CL001722,C02043,P0475,196546,2026-02-07,Rejected,NA
CL001723,C00117,P0432,878607,2026-03-25,Approved,ABC Motors
CL001724,C03320,P0053,323586,2026-02-13,Approved,XYZ Garage
CL001725,C01941,P0336,56395,2026-04-04,Rejected,TVS Garage
CL001726,C02321,P0215,1170072,2026-04-01,Approved,NA
CL001727,C00036,P0480,539275,2026-04-05,Rejected,TVS Garage
CL001728,C02787,P0298,699282,2026-01-14,Approved,ABC Motors
CL001729,C01739,P0362,698995,2026-04-20,Approved,ABC Motors
CL001730,C04084,P0250,1131225,2026-03-21,Approved,Aster Hospital
CL001731,C01122,P0250,860711,2026-02-19,Submitted,NA
